FL_DATE,MKT_CARRIER,MKT_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_WAC,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_WAC,CRS_DEP_TIME,DEP_TIME,CRS_ARR_TIME,ARR_TIME,CANCELLED,DIVERTED,DISTANCE
1/1/2022 12:00:00 AM,DL,5085,MSN,"Madison, WI",WI,45,ATL,"Atlanta, GA",GA,34,1114,1109,1419,1438,0.00,0.00,707.00
1/1/2022 12:00:00 AM,DL,5086,EVV,"Evansville, IN",IN,42,ATL,"Atlanta, GA",GA,34,0600,0600,0844,0824,0.00,0.00,350.00
1/1/2022 12:00:00 AM,DL,5087,GNV,"Gainesville, FL",FL,33,ATL,"Atlanta, GA",GA,34,0630,0629,0758,0740,0.00,0.00,300.00
1/1/2022 12:00:00 AM,DL,5088,MSP,"Minneapolis, MN",MN,63,MLI,"Moline, IL",IL,41,1530,,1650,,1.00,0.00,274.00
1/1/2022 12:00:00 AM,DL,5089,DTW,"Detroit, MI",MI,43,SYR,"Syracuse, NY",NY,22,2115,2115,2235,2300,0.00,0.00,374.00
1/1/2022 12:00:00 AM,DL,509,ATL,"Atlanta, GA",GA,34,EGE,"Eagle, CO",CO,82,1031,1030,1218,1537,0.00,1.00,1312.00
1/1/2022 12:00:00 AM,DL,509,EGE,"Eagle, CO",CO,82,ATL,"Atlanta, GA",GA,34,1329,1728,1832,2230,0.00,0.00,1312.00
1/1/2022 12:00:00 AM,DL,5090,MSP,"Minneapolis, MN",MN,63,CVG,"Cincinnati, OH",KY,52,1000,1142,1257,1431,0.00,0.00,596.00
1/1/2022 12:00:00 AM,DL,5095,CHS,"Charleston, SC",SC,37,DTW,"Detroit, MI",MI,43,1300,1253,1459,1446,0.00,0.00,667.00
1/1/2022 12:00:00 AM,DL,5096,JFK,"New York, NY",NY,22,PWM,"Portland, ME",ME,12,2120,2117,2244,2241,0.00,0.00,273.00
1/1/2022 12:00:00 AM,DL,5097,MLU,"Monroe, LA",LA,72,ATL,"Atlanta, GA",GA,34,0745,0741,1020,1006,0.00,0.00,448.00
1/1/2022 12:00:00 AM,DL,5098,DSM,"Des Moines, IA",IA,61,MSP,"Minneapolis, MN",MN,63,0640,0639,0803,0745,0.00,0.00,232.00
1/1/2022 12:00:00 AM,DL,5099,DTW,"Detroit, MI",MI,43,ABE,"Allentown/Bethlehem/Easton, PA",PA,23,2135,2127,2307,2340,0.00,0.00,425.00
1/1/2022 12:00:00 AM,DL,510,ATL,"Atlanta, GA",GA,34,MSP,"Minneapolis, MN",MN,63,2253,2259,0031,0019,0.00,0.00,907.00
1/1/2022 12:00:00 AM,DL,5101,MSP,"Minneapolis, MN",MN,63,RST,"Rochester, MN",MN,63,1100,1057,1206,1206,0.00,0.00,76.00
1/1/2022 12:00:00 AM,DL,5101,RST,"Rochester, MN",MN,63,MSP,"Minneapolis, MN",MN,63,1300,1252,1401,1336,0.00,0.00,76.00
1/1/2022 12:00:00 AM,DL,5107,RIC,"Richmond, VA",VA,38,JFK,"New York, NY",NY,22,1703,1907,1843,2023,0.00,0.00,288.00
1/1/2022 12:00:00 AM,DL,5108,CSG,"Columbus, GA",GA,34,ATL,"Atlanta, GA",GA,34,0621,0616,0716,0655,0.00,0.00,83.00
1/1/2022 12:00:00 AM,DL,5112,ICT,"Wichita, KS",KS,62,MSP,"Minneapolis, MN",MN,63,1000,,1150,,1.00,0.00,545.00
1/1/2022 12:00:00 AM,DL,5115,DTW,"Detroit, MI",MI,43,GRB,"Green Bay, WI",WI,45,1631,1631,1657,1707,0.00,0.00,287.00
1/1/2022 12:00:00 AM,DL,5116,CWA,"Mosinee, WI",WI,45,DTW,"Detroit, MI",MI,43,0820,0815,1052,1023,0.00,0.00,363.00
1/1/2022 12:00:00 AM,DL,5124,JFK,"New York, NY",NY,22,MSP,"Minneapolis, MN",MN,63,1940,1939,2156,2147,0.00,0.00,1029.00
1/1/2022 12:00:00 AM,DL,5126,TYS,"Knoxville, TN",TN,54,ATL,"Atlanta, GA",GA,34,0850,0845,0958,0940,0.00,0.00,152.00
1/1/2022 12:00:00 AM,DL,513,ATL,"Atlanta, GA",GA,34,DCA,"Washington, DC",VA,38,1815,1822,1954,1958,0.00,0.00,547.00
1/1/2022 12:00:00 AM,DL,5130,MKE,"Milwaukee, WI",WI,45,LGA,"New York, NY",NY,22,0900,0853,1214,1156,0.00,0.00,738.00
1/1/2022 12:00:00 AM,DL,5131,CVG,"Cincinnati, OH",KY,52,DTW,"Detroit, MI",MI,43,1755,,1915,,1.00,0.00,229.00
1/1/2022 12:00:00 AM,DL,5132,CID,"Cedar Rapids/Iowa City, IA",IA,61,MSP,"Minneapolis, MN",MN,63,1325,,1443,,1.00,0.00,220.00
1/1/2022 12:00:00 AM,DL,5135,GTR,"Columbus, MS",MS,53,ATL,"Atlanta, GA",GA,34,1300,1250,1515,1454,0.00,0.00,241.00
1/1/2022 12:00:00 AM,DL,5137,ATL,"Atlanta, GA",GA,34,GPT,"Gulfport/Biloxi, MS",MS,53,0944,0939,1010,1001,0.00,0.00,352.00
1/1/2022 12:00:00 AM,DL,5137,GPT,"Gulfport/Biloxi, MS",MS,53,ATL,"Atlanta, GA",GA,34,1200,1155,1413,1407,0.00,0.00,352.00
1/1/2022 12:00:00 AM,DL,5138,CVG,"Cincinnati, OH",KY,52,LGA,"New York, NY",NY,22,1659,1700,1854,1843,0.00,0.00,585.00
1/1/2022 12:00:00 AM,DL,5140,BMI,"Bloomington/Normal, IL",IL,41,ATL,"Atlanta, GA",GA,34,0605,0556,0901,0841,0.00,0.00,533.00
1/1/2022 12:00:00 AM,DL,5144,AEX,"Alexandria, LA",LA,72,ATL,"Atlanta, GA",GA,34,0740,0733,1022,1020,0.00,0.00,500.00
1/1/2022 12:00:00 AM,DL,5146,MDT,"Harrisburg, PA",PA,23,ATL,"Atlanta, GA",GA,34,0635,0625,0904,0826,0.00,0.00,620.00
1/1/2022 12:00:00 AM,DL,5147,ATL,"Atlanta, GA",GA,34,ILM,"Wilmington, NC",NC,36,0920,0917,1040,1029,0.00,0.00,377.00
1/1/2022 12:00:00 AM,DL,5147,ILM,"Wilmington, NC",NC,36,ATL,"Atlanta, GA",GA,34,1126,1118,1302,1247,0.00,0.00,377.00
1/1/2022 12:00:00 AM,DL,5148,DTW,"Detroit, MI",MI,43,LEX,"Lexington, KY",KY,52,0920,0918,1044,1038,0.00,0.00,296.00
1/1/2022 12:00:00 AM,DL,5149,ATL,"Atlanta, GA",GA,34,VLD,"Valdosta, GA",GA,34,1135,1130,1237,1224,0.00,0.00,208.00
1/1/2022 12:00:00 AM,DL,5149,VLD,"Valdosta, GA",GA,34,ATL,"Atlanta, GA",GA,34,1318,1313,1431,1421,0.00,0.00,208.00
1/1/2022 12:00:00 AM,DL,515,ATL,"Atlanta, GA",GA,34,LAX,"Los Angeles, CA",CA,91,1101,1104,1304,1303,0.00,0.00,1947.00
1/1/2022 12:00:00 AM,DL,5152,RDU,"Raleigh/Durham, NC",NC,36,JFK,"New York, NY",NY,22,1200,1155,1339,1320,0.00,0.00,427.00
1/1/2022 12:00:00 AM,DL,5153,JFK,"New York, NY",NY,22,SAV,"Savannah, GA",GA,34,0845,0842,1117,1055,0.00,0.00,718.00
1/1/2022 12:00:00 AM,DL,5153,SAV,"Savannah, GA",GA,34,JFK,"New York, NY",NY,22,1205,1201,1410,1356,0.00,0.00,718.00
1/1/2022 12:00:00 AM,DL,5154,GSO,"Greensboro/High Point, NC",NC,36,LGA,"New York, NY",NY,22,1200,1159,1339,1320,0.00,0.00,461.00
1/1/2022 12:00:00 AM,DL,5155,MSP,"Minneapolis, MN",MN,63,ICT,"Wichita, KS",KS,62,1800,1755,2010,2018,0.00,0.00,545.00
1/1/2022 12:00:00 AM,DL,5156,ATL,"Atlanta, GA",GA,34,BQK,"Brunswick, GA",GA,34,1920,1915,2022,2018,0.00,0.00,238.00
1/1/2022 12:00:00 AM,DL,5158,ATL,"Atlanta, GA",GA,34,AGS,"Augusta, GA",GA,34,2110,2106,2203,2157,0.00,0.00,143.00
1/1/2022 12:00:00 AM,DL,516,ATL,"Atlanta, GA",GA,34,LAX,"Los Angeles, CA",CA,91,0959,1001,1201,1156,0.00,0.00,1947.00
1/1/2022 12:00:00 AM,DL,5160,LGA,"New York, NY",NY,22,MEM,"Memphis, TN",TN,54,1300,1259,1511,1506,0.00,0.00,963.00
1/1/2022 12:00:00 AM,DL,5161,MSP,"Minneapolis, MN",MN,63,CVG,"Cincinnati, OH",KY,52,1252,1306,1540,1548,0.00,0.00,596.00
1/1/2022 12:00:00 AM,DL,517,ATL,"Atlanta, GA",GA,34,JFK,"New York, NY",NY,22,2118,2225,2332,0028,0.00,0.00,760.00
1/1/2022 12:00:00 AM,DL,5170,XNA,"Fayetteville, AR",AR,71,ATL,"Atlanta, GA",GA,34,0730,0726,1018,1005,0.00,0.00,589.00
1/1/2022 12:00:00 AM,DL,5172,SBN,"South Bend, IN",IN,42,ATL,"Atlanta, GA",GA,34,1300,1304,1502,1459,0.00,0.00,566.00
1/1/2022 12:00:00 AM,DL,5173,MKE,"Milwaukee, WI",WI,45,LGA,"New York, NY",NY,22,1300,1247,1605,1549,0.00,0.00,738.00
1/1/2022 12:00:00 AM,DL,5179,PHL,"Philadelphia, PA",PA,23,DTW,"Detroit, MI",MI,43,1330,1348,1523,1538,0.00,0.00,453.00
1/1/2022 12:00:00 AM,DL,518,SEA,"Seattle, WA",WA,93,BOS,"Boston, MA",MA,13,0715,0741,1538,1543,0.00,0.00,2496.00
1/1/2022 12:00:00 AM,DL,5182,AGS,"Augusta, GA",GA,34,ATL,"Atlanta, GA",GA,34,1200,1155,1314,1259,0.00,0.00,143.00
1/1/2022 12:00:00 AM,DL,5182,ATL,"Atlanta, GA",GA,34,AGS,"Augusta, GA",GA,34,0955,0954,1053,1052,0.00,0.00,143.00
1/1/2022 12:00:00 AM,DL,5188,DTW,"Detroit, MI",MI,43,CHS,"Charleston, SC",SC,37,1013,1015,1215,1211,0.00,0.00,667.00
1/1/2022 12:00:00 AM,DL,519,BOS,"Boston, MA",MA,13,LAX,"Los Angeles, CA",CA,91,1527,1532,1903,1917,0.00,0.00,2611.00
1/1/2022 12:00:00 AM,DL,5192,ATL,"Atlanta, GA",GA,34,FWA,"Fort Wayne, IN",IN,42,1005,1116,1144,1241,0.00,0.00,508.00
1/1/2022 12:00:00 AM,DL,5192,FWA,"Fort Wayne, IN",IN,42,ATL,"Atlanta, GA",GA,34,1230,1304,1430,1454,0.00,0.00,508.00
1/1/2022 12:00:00 AM,DL,5194,ATL,"Atlanta, GA",GA,34,OAJ,"Jacksonville/Camp Lejeune, NC",NC,36,2135,2132,2256,2245,0.00,0.00,399.00
1/1/2022 12:00:00 AM,DL,5195,DTW,"Detroit, MI",MI,43,BUF,"Buffalo, NY",NY,22,2140,2155,2251,2340,0.00,0.00,241.00
1/1/2022 12:00:00 AM,DL,5198,ATL,"Atlanta, GA",GA,34,VPS,"Valparaiso, FL",FL,33,1445,1442,1500,1447,0.00,0.00,250.00
1/1/2022 12:00:00 AM,DL,520,DTW,"Detroit, MI",MI,43,ATL,"Atlanta, GA",GA,34,1755,1815,2003,2038,0.00,0.00,594.00
1/1/2022 12:00:00 AM,DL,5203,MSP,"Minneapolis, MN",MN,63,JFK,"New York, NY",NY,22,1305,1302,1642,1630,0.00,0.00,1029.00
1/1/2022 12:00:00 AM,DL,5204,STL,"St. Louis, MO",MO,64,LGA,"New York, NY",NY,22,1200,1155,1520,1507,0.00,0.00,888.00
1/1/2022 12:00:00 AM,DL,5206,DTW,"Detroit, MI",MI,43,JFK,"New York, NY",NY,22,2050,,2239,,1.00,0.00,509.00
1/1/2022 12:00:00 AM,DL,5208,MOT,"Minot, ND",ND,66,MSP,"Minneapolis, MN",MN,63,1259,1250,1438,1424,0.00,0.00,449.00
1/1/2022 12:00:00 AM,DL,5208,MSP,"Minneapolis, MN",MN,63,MOT,"Minot, ND",ND,66,0910,0911,1107,1054,0.00,0.00,449.00
1/1/2022 12:00:00 AM,DL,5209,ATL,"Atlanta, GA",GA,34,AVL,"Asheville, NC",NC,36,1543,1543,1640,1632,0.00,0.00,164.00
1/1/2022 12:00:00 AM,DL,521,ATL,"Atlanta, GA",GA,34,DTW,"Detroit, MI",MI,43,1511,1539,1706,1721,0.00,0.00,594.00
1/1/2022 12:00:00 AM,DL,5212,ATL,"Atlanta, GA",GA,34,AVL,"Asheville, NC",NC,36,1005,1010,1103,1103,0.00,0.00,164.00
1/1/2022 12:00:00 AM,DL,5219,TRI,"Bristol/Johnson City/Kingsport, TN",TN,54,ATL,"Atlanta, GA",GA,34,1100,1057,1207,1216,0.00,0.00,227.00
1/1/2022 12:00:00 AM,DL,522,JFK,"New York, NY",NY,22,SEA,"Seattle, WA",WA,93,0710,,1041,,1.00,0.00,2422.00
1/1/2022 12:00:00 AM,DL,5227,ATL,"Atlanta, GA",GA,34,SHV,"Shreveport, LA",LA,72,1350,1346,1441,1439,0.00,0.00,551.00
1/1/2022 12:00:00 AM,DL,5227,SHV,"Shreveport, LA",LA,72,ATL,"Atlanta, GA",GA,34,1531,1522,1814,1751,0.00,0.00,551.00
1/1/2022 12:00:00 AM,DL,523,KOA,"Kona, HI",HI,2,LAX,"Los Angeles, CA",CA,91,2225,2252,0533,0608,0.00,0.00,2504.00
1/1/2022 12:00:00 AM,DL,5233,CVG,"Cincinnati, OH",KY,52,MSP,"Minneapolis, MN",MN,63,1625,1630,1729,1716,0.00,0.00,596.00
1/1/2022 12:00:00 AM,DL,5234,LGA,"New York, NY",NY,22,STL,"St. Louis, MO",MO,64,0950,0946,1158,1152,0.00,0.00,888.00
1/1/2022 12:00:00 AM,DL,5235,MSP,"Minneapolis, MN",MN,63,MDW,"Chicago, IL",IL,41,1955,,2144,,1.00,0.00,349.00
1/1/2022 12:00:00 AM,DL,5237,GRB,"Green Bay, WI",WI,45,MSP,"Minneapolis, MN",MN,63,1311,1306,1437,1415,0.00,0.00,252.00
1/1/2022 12:00:00 AM,DL,5237,MSP,"Minneapolis, MN",MN,63,GRB,"Green Bay, WI",WI,45,1110,1116,1230,1231,0.00,0.00,252.00
1/1/2022 12:00:00 AM,DL,5238,DAY,"Dayton, OH",OH,44,DTW,"Detroit, MI",MI,43,1028,1026,1136,1124,0.00,0.00,166.00
1/1/2022 12:00:00 AM,DL,5238,DTW,"Detroit, MI",MI,43,DAY,"Dayton, OH",OH,44,0840,0830,0947,0924,0.00,0.00,166.00
1/1/2022 12:00:00 AM,DL,5239,LGA,"New York, NY",NY,22,CLE,"Cleveland, OH",OH,44,1445,1441,1637,1637,0.00,0.00,419.00
1/1/2022 12:00:00 AM,DL,524,SLC,"Salt Lake City, UT",UT,87,JFK,"New York, NY",NY,22,0925,0933,1555,1601,0.00,0.00,1990.00
1/1/2022 12:00:00 AM,DL,5240,DTW,"Detroit, MI",MI,43,TVC,"Traverse City, MI",MI,43,0830,0825,0956,0919,0.00,0.00,207.00
1/1/2022 12:00:00 AM,DL,5240,TVC,"Traverse City, MI",MI,43,DTW,"Detroit, MI",MI,43,1043,1038,1203,1145,0.00,0.00,207.00
1/1/2022 12:00:00 AM,DL,5243,BUF,"Buffalo, NY",NY,22,DTW,"Detroit, MI",MI,43,1412,1412,1526,1542,0.00,0.00,241.00
1/1/2022 12:00:00 AM,DL,5244,ATL,"Atlanta, GA",GA,34,CAE,"Columbia, SC",SC,37,1255,1258,1350,1357,0.00,0.00,192.00
1/1/2022 12:00:00 AM,DL,5247,JFK,"New York, NY",NY,22,RDU,"Raleigh/Durham, NC",NC,36,1940,1939,2134,2120,0.00,0.00,427.00
1/1/2022 12:00:00 AM,DL,5248,VPS,"Valparaiso, FL",FL,33,ATL,"Atlanta, GA",GA,34,1600,1555,1814,1803,0.00,0.00,250.00
1/1/2022 12:00:00 AM,DL,5249,CLE,"Cleveland, OH",OH,44,DTW,"Detroit, MI",MI,43,1040,,1132,,1.00,0.00,95.00
1/1/2022 12:00:00 AM,DL,5249,DTW,"Detroit, MI",MI,43,CLE,"Cleveland, OH",OH,44,0850,0846,0949,,1.00,0.00,95.00
1/1/2022 12:00:00 AM,DL,5251,SYR,"Syracuse, NY",NY,22,DTW,"Detroit, MI",MI,43,0605,0600,0752,0756,0.00,0.00,374.00
1/1/2022 12:00:00 AM,DL,5253,AVL,"Asheville, NC",NC,36,ATL,"Atlanta, GA",GA,34,1725,1723,1836,1835,0.00,0.00,164.00
1/1/2022 12:00:00 AM,DL,5255,MSP,"Minneapolis, MN",MN,63,DLH,"Duluth, MN",MN,63,0854,0858,1007,0957,0.00,0.00,144.00
1/1/2022 12:00:00 AM,DL,5258,TVC,"Traverse City, MI",MI,43,DTW,"Detroit, MI",MI,43,1411,,1525,,1.00,0.00,207.00
1/1/2022 12:00:00 AM,DL,5259,CVG,"Cincinnati, OH",KY,52,MSP,"Minneapolis, MN",MN,63,0700,0655,0811,0752,0.00,0.00,596.00
1/1/2022 12:00:00 AM,DL,5260,TYS,"Knoxville, TN",TN,54,ATL,"Atlanta, GA",GA,34,0625,0621,0730,0713,0.00,0.00,152.00
1/1/2022 12:00:00 AM,DL,5263,MSN,"Madison, WI",WI,45,DTW,"Detroit, MI",MI,43,0900,0855,1116,1100,0.00,0.00,311.00
1/1/2022 12:00:00 AM,DL,5268,DTW,"Detroit, MI",MI,43,TVC,"Traverse City, MI",MI,43,1215,,1326,,1.00,0.00,207.00
1/1/2022 12:00:00 AM,DL,5270,MSP,"Minneapolis, MN",MN,63,CWA,"Mosinee, WI",WI,45,1326,1323,1425,1415,0.00,0.00,175.00
1/1/2022 12:00:00 AM,DL,5272,DTW,"Detroit, MI",MI,43,IND,"Indianapolis, IN",IN,42,0825,0820,0942,0929,0.00,0.00,231.00
1/1/2022 12:00:00 AM,DL,5272,IND,"Indianapolis, IN",IN,42,DTW,"Detroit, MI",MI,43,1028,1020,1142,1116,0.00,0.00,231.00
1/1/2022 12:00:00 AM,DL,5273,JFK,"New York, NY",NY,22,CVG,"Cincinnati, OH",KY,52,1859,1908,2112,2120,0.00,0.00,589.00
1/1/2022 12:00:00 AM,DL,5275,LEX,"Lexington, KY",KY,52,ATL,"Atlanta, GA",GA,34,1719,1725,1848,1850,0.00,0.00,304.00
1/1/2022 12:00:00 AM,DL,5278,ATL,"Atlanta, GA",GA,34,MGM,"Montgomery, AL",AL,51,1417,1413,1411,1359,0.00,0.00,147.00
1/1/2022 12:00:00 AM,DL,5278,MGM,"Montgomery, AL",AL,51,ATL,"Atlanta, GA",GA,34,1500,1455,1701,1640,0.00,0.00,147.00
1/1/2022 12:00:00 AM,DL,528,DCA,"Washington, DC",VA,38,ATL,"Atlanta, GA",GA,34,0600,0600,0756,0751,0.00,0.00,547.00
1/1/2022 12:00:00 AM,DL,5280,LGA,"New York, NY",NY,22,CHS,"Charleston, SC",SC,37,0800,0758,1024,0954,0.00,0.00,641.00
1/1/2022 12:00:00 AM,DL,5283,FWA,"Fort Wayne, IN",IN,42,ATL,"Atlanta, GA",GA,34,0605,0608,0817,0817,0.00,0.00,508.00
1/1/2022 12:00:00 AM,DL,5284,DTW,"Detroit, MI",MI,43,CMH,"Columbus, OH",OH,44,2105,,2208,,1.00,0.00,155.00
1/1/2022 12:00:00 AM,DL,5285,ATL,"Atlanta, GA",GA,34,AGS,"Augusta, GA",GA,34,1245,1240,1335,1332,0.00,0.00,143.00
1/1/2022 12:00:00 AM,DL,5286,BUF,"Buffalo, NY",NY,22,DTW,"Detroit, MI",MI,43,0625,0625,0752,0800,0.00,0.00,241.00
1/1/2022 12:00:00 AM,DL,529,LGA,"New York, NY",NY,22,ATL,"Atlanta, GA",GA,34,1242,1459,1522,1720,0.00,0.00,762.00
1/1/2022 12:00:00 AM,DL,5290,LGA,"New York, NY",NY,22,CHO,"Charlottesville, VA",VA,38,1700,1701,1833,1817,0.00,0.00,305.00
1/1/2022 12:00:00 AM,DL,5291,ALB,"Albany, NY",NY,22,DTW,"Detroit, MI",MI,43,0540,0543,0749,0733,0.00,0.00,489.00
1/1/2022 12:00:00 AM,DL,5295,DTW,"Detroit, MI",MI,43,MSN,"Madison, WI",WI,45,2120,,2145,,1.00,0.00,311.00
1/1/2022 12:00:00 AM,DL,5298,ATL,"Atlanta, GA",GA,34,BMI,"Bloomington/Normal, IL",IL,41,1405,1358,1449,1438,0.00,0.00,533.00
1/1/2022 12:00:00 AM,DL,5299,LGA,"New York, NY",NY,22,RIC,"Richmond, VA",VA,38,1055,1048,1235,1223,0.00,0.00,292.00
1/1/2022 12:00:00 AM,DL,5299,RIC,"Richmond, VA",VA,38,LGA,"New York, NY",NY,22,1400,1359,1524,1513,0.00,0.00,292.00
1/1/2022 12:00:00 AM,DL,5303,CVG,"Cincinnati, OH",KY,52,DTW,"Detroit, MI",MI,43,1020,1031,1136,1132,0.00,0.00,229.00
1/1/2022 12:00:00 AM,DL,5305,ATL,"Atlanta, GA",GA,34,LEX,"Lexington, KY",KY,52,1510,1551,1624,1654,0.00,0.00,304.00
1/1/2022 12:00:00 AM,DL,5306,BHM,"Birmingham, AL",AL,51,LGA,"New York, NY",NY,22,1100,1058,1424,1423,0.00,0.00,866.00
1/1/2022 12:00:00 AM,DL,5308,IND,"Indianapolis, IN",IN,42,DTW,"Detroit, MI",MI,43,0615,0610,0737,0710,0.00,0.00,231.00
1/1/2022 12:00:00 AM,DL,5309,DTW,"Detroit, MI",MI,43,PHL,"Philadelphia, PA",PA,23,0900,0900,1049,1034,0.00,0.00,453.00
1/1/2022 12:00:00 AM,DL,531,LGA,"New York, NY",NY,22,DFW,"Dallas/Fort Worth, TX",TX,74,1400,1356,1719,1720,0.00,0.00,1389.00
1/1/2022 12:00:00 AM,DL,5311,DTW,"Detroit, MI",MI,43,IND,"Indianapolis, IN",IN,42,2105,,2219,,1.00,0.00,231.00
1/1/2022 12:00:00 AM,DL,5316,GTR,"Columbus, MS",MS,53,ATL,"Atlanta, GA",GA,34,0630,0844,0851,1040,0.00,0.00,241.00
1/1/2022 12:00:00 AM,DL,5318,DTW,"Detroit, MI",MI,43,CVG,"Cincinnati, OH",KY,52,0829,0839,0946,1001,0.00,0.00,229.00
1/1/2022 12:00:00 AM,DL,5321,DTW,"Detroit, MI",MI,43,LAN,"Lansing, MI",MI,43,0905,0900,1002,0937,0.00,0.00,74.00
1/1/2022 12:00:00 AM,DL,5321,LAN,"Lansing, MI",MI,43,DTW,"Detroit, MI",MI,43,1045,1040,1141,1140,0.00,0.00,74.00
1/1/2022 12:00:00 AM,DL,5322,MDW,"Chicago, IL",IL,41,DTW,"Detroit, MI",MI,43,1700,,1917,,1.00,0.00,228.00
1/1/2022 12:00:00 AM,DL,5324,ATL,"Atlanta, GA",GA,34,GNV,"Gainesville, FL",FL,33,1355,1350,1504,1458,0.00,0.00,300.00
1/1/2022 12:00:00 AM,DL,5324,GNV,"Gainesville, FL",FL,33,ATL,"Atlanta, GA",GA,34,1630,1654,1757,1849,0.00,0.00,300.00
1/1/2022 12:00:00 AM,DL,5325,DTW,"Detroit, MI",MI,43,CVG,"Cincinnati, OH",KY,52,2055,,2209,,1.00,0.00,229.00
1/1/2022 12:00:00 AM,DL,5326,ATL,"Atlanta, GA",GA,34,MLU,"Monroe, LA",LA,72,1930,1946,2010,2033,0.00,0.00,448.00
1/1/2022 12:00:00 AM,DL,5328,LGA,"New York, NY",NY,22,BGR,"Bangor, ME",ME,12,1210,1255,1344,1404,0.00,0.00,378.00
1/1/2022 12:00:00 AM,DL,533,LAX,"Los Angeles, CA",CA,91,OGG,"Kahului, HI",HI,2,1700,1728,2054,2057,0.00,0.00,2486.00
1/1/2022 12:00:00 AM,DL,5330,DTW,"Detroit, MI",MI,43,ALB,"Albany, NY",NY,22,2125,,2257,,1.00,0.00,489.00
1/1/2022 12:00:00 AM,DL,5331,MSP,"Minneapolis, MN",MN,63,CVG,"Cincinnati, OH",KY,52,2005,2011,2302,2309,0.00,0.00,596.00
1/1/2022 12:00:00 AM,DL,5333,BTV,"Burlington, VT",VT,16,DTW,"Detroit, MI",MI,43,1249,1247,1452,1459,0.00,0.00,537.00
1/1/2022 12:00:00 AM,DL,5333,DTW,"Detroit, MI",MI,43,BTV,"Burlington, VT",VT,16,0915,0910,1107,1026,0.00,0.00,537.00
1/1/2022 12:00:00 AM,DL,5336,BTR,"Baton Rouge, LA",LA,72,ATL,"Atlanta, GA",GA,34,0615,0610,0854,0829,0.00,0.00,448.00
1/1/2022 12:00:00 AM,DL,5337,ATL,"Atlanta, GA",GA,34,ABY,"Albany, GA",GA,34,1846,1842,1937,1932,0.00,0.00,145.00
1/1/2022 12:00:00 AM,DL,5338,DTW,"Detroit, MI",MI,43,ITH,"Ithaca/Cortland, NY",NY,22,1550,1545,1717,0904,0.00,1.00,353.00
1/1/2022 12:00:00 AM,DL,5338,ITH,"Ithaca/Cortland, NY",NY,22,DTW,"Detroit, MI",MI,43,1805,0928,1952,1147,0.00,0.00,353.00
1/1/2022 12:00:00 AM,DL,5340,STL,"St. Louis, MO",MO,64,DTW,"Detroit, MI",MI,43,0845,1132,1116,1402,0.00,0.00,440.00
1/1/2022 12:00:00 AM,DL,5342,MDW,"Chicago, IL",IL,41,MSP,"Minneapolis, MN",MN,63,1245,,1425,,1.00,0.00,349.00
1/1/2022 12:00:00 AM,DL,5343,DTW,"Detroit, MI",MI,43,TYS,"Knoxville, TN",TN,54,2100,2055,2240,2312,0.00,0.00,443.00
1/1/2022 12:00:00 AM,DL,5344,BOS,"Boston, MA",MA,13,MKE,"Milwaukee, WI",WI,45,0945,0943,1141,1142,0.00,0.00,860.00
1/1/2022 12:00:00 AM,DL,5346,DHN,"Dothan, AL",AL,51,ATL,"Atlanta, GA",GA,34,0645,0635,0905,0844,0.00,0.00,170.00
1/1/2022 12:00:00 AM,DL,5348,XNA,"Fayetteville, AR",AR,71,ATL,"Atlanta, GA",GA,34,1300,1255,1543,1527,0.00,0.00,589.00
1/1/2022 12:00:00 AM,DL,535,ATL,"Atlanta, GA",GA,34,BOS,"Boston, MA",MA,13,2059,2102,2331,2310,0.00,0.00,946.00
1/1/2022 12:00:00 AM,DL,5351,LGA,"New York, NY",NY,22,GSP,"Greer, SC",SC,37,0950,0947,1213,1148,0.00,0.00,610.00
1/1/2022 12:00:00 AM,DL,5353,MKE,"Milwaukee, WI",WI,45,BOS,"Boston, MA",MA,13,1330,1321,1657,1623,0.00,0.00,860.00
1/1/2022 12:00:00 AM,DL,5354,ATL,"Atlanta, GA",GA,34,CHO,"Charlottesville, VA",VA,38,1030,1022,1159,1204,0.00,0.00,457.00
1/1/2022 12:00:00 AM,DL,5354,CHO,"Charlottesville, VA",VA,38,ATL,"Atlanta, GA",GA,34,1300,1256,1448,1435,0.00,0.00,457.00
1/1/2022 12:00:00 AM,DL,536,BOS,"Boston, MA",MA,13,ATL,"Atlanta, GA",GA,34,0720,0720,1028,1012,0.00,0.00,946.00
1/1/2022 12:00:00 AM,DL,5360,ATL,"Atlanta, GA",GA,34,TYS,"Knoxville, TN",TN,54,1755,1804,1845,1859,0.00,0.00,152.00
1/1/2022 12:00:00 AM,DL,5363,LGA,"New York, NY",NY,22,RIC,"Richmond, VA",VA,38,1400,1355,1535,1510,0.00,0.00,292.00
1/1/2022 12:00:00 AM,DL,5367,TUL,"Tulsa, OK",OK,73,ATL,"Atlanta, GA",GA,34,1550,1547,1841,1900,0.00,0.00,674.00
1/1/2022 12:00:00 AM,DL,5369,CLE,"Cleveland, OH",OH,44,LGA,"New York, NY",NY,22,0945,0940,1125,1114,0.00,0.00,419.00
